OPPORTUNITY LINK,OPPORTUNITY TITLE,Status,"Private, Local, State, or Federal",AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,DUE DATE,Instrument Type,Immigration Status Requirements,Description,Demographic Eligibility,Other Eligibility Requirements,COVID Specific,Location Eligibility
RFA-AG-22-014,NIA Research and Entrepreneurial Development Immersion (REDI): Entrepreneurial Small Business Transition Award (R41/R42 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/26/2021,Grant,,,,,,
RFA-AG-22-007,NIA Research and Entrepreneurial Development Immersion (REDI): Entrepreneurial Small Business Transition Award (R43/R44 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/26/2021,Grant,,,,,,
RFA-NS-21-029,HEAL Initiative: Planning Studies for Initial Analgesic Development [Small Molecules and Biologics] (R61 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/10/2023,Grant,,,,,,
RFA-AG-22-019,High Resolution Mapping of Biomolecules in Brain Cells in Aging and Alzheimers Disease (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/28/2021,Grant,,,,,,
RFA-AI-21-046,Promoting Bunyavirales Basic Science Research (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/22/2021,Grant,,,,,,
RFA-AI-20-069,Innovative Models for Delivering PrEP and STI Services to Stop HIV in the United States (R61/R33 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/13/2021,Grant,,,,,,
FOR-FD-22-004,OMHHE Enhance Equity Funding Opportunity,Available,Federal,Food and Drug Administration,,1,"Shashi Malhotra
Grants Management Specialist",2404027592,,Grant,,,,,,
PAR-21-240,Feasibility Clinical Trials of Mind and Body Interventions for NCCIH High Priority Research Topics (R34  Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,03/11/2024,Grant,,,,,,
PAR-21-241,NCCIH Multi-Site Feasibility Clinical Trials of Mind and Body Interventions (R01  Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,03/11/2024,Grant,,,,,,
PAS-21-245,Limited Competition: Promoting a Basic Understanding of Chemical Threats to Skin (R34 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,2500000,8,"NIH OER Webmaster
grantsinfo@nih.gov",,09/07/2024,Grant,,,,,,
RFA-DA-22-017,PrEP for HIV Prevention among Substance Using Populations (R01 - Clinical Trial Optional),Available,Federal,National Institutes of Health,2000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/12/2021,Grant,,,,,,
RFA-AG-22-017,Role of Adaptive Immunity in Etiology of Alzheimers Disease and Alzheimers Disease-Related Dementias (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,8000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/28/2021,Grant,,,,,,
RFA-AG-22-018,Leveraging Existing Large Databases and Cohorts to Better Understand the Risks and Benefits of Long-Term Osteoporosis Therapy and Drug Holiday (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/28/2021,Grant,,,,,,
RFA-DA-22-009,Organoid Modeling of Neural Stimulants and HIV Comorbidity of Human Brain (R01- Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/17/2021,Grant,,,,,,
RFA-HL-22-012,Short-Term Research Education Program to Enhance Diversity in Health-Related Research (R25 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,22500000,9,"NIH OER Webmaster
grantsinfo@nih.gov",,02/23/2024,Grant,,,,,,
N00014-21-S-F005,"FY 21 Office of Naval Research (ONR) Science, Technology,Engineering and Mathematics (STEM) Program",Available,Federal,Office of Naval Research,,,"Veronica Lacey
Grants Officer",,03/30/2022,Grant,,,,,,
N00014-21-S-F004,"FY 21 Department of Navy (DON) Science,Technology, Engineering & Mathematic (STEM), Education and Workforce Program",Available,Federal,Office of Naval Research,12000000,20,"Veronica Lacey
Grants Officer",,10/08/2021,Grant,,,,,,
RFA-AG-22-025,Data Enhancements and Analyses to Clarify the Relationship between Education and Cognitive Function (including AD/ADRD) (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,3000000,2,"NIH OER Webmaster
grantsinfo@nih.gov",,10/20/2021,Grant,,,,,,
RFA-DA-22-003,Elucidating the Effects of ART on Neuronal Function in the Context of SUD and HIV (R01 - Clinical Trials Not Allowed),Available,Federal,National Institutes of Health,3000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,02/02/2022,Grant,,,,,,
PAR-21-250,Mechanisms of Alcohol Tolerance (R21/R33 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/07/2024,Grant,,,,,,
PA-21-219,Joint NINDS/NIMH Exploratory Neuroscience Research Grant (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
RFA-NS-21-026,BRAIN Initiative: New Technologies and Novel Approaches for Recording and Modulation in the Nervous System (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/27/2023,Grant,,,,,,
NOT-HD-21-039,Notice of Intent to Publish a Funding Opportunity Announcement for Innovative Therapies and Tools for Screenable Disorders in Newborns,Available,Federal,National Institutes of Health,,,"Mollie Minear, PhD",301-827-9442,,Grant,,,,,,
NOT-NS-21-066,Notice of Intent to Publish a Funding Opportunity Announcement for HEAL Initiative: Interdisciplinary Teams to Elucidate the Mechanisms of Device-Based Pain Relief (RM1 Clinical Trial Optional),Available,Federal,National Institutes of Health,20000000,3,"Eric Hudak, PhD",301-496-1779,,Grant,,,,,,
NOT-DA-21-050,Notice of Intent to Publish a Funding Opportunity Announcement for the NIH HEAL Initiative: Preventing Opioid Misuse and other Drug Use by Intervening on Social Determinants (R01 Clinical Trials Optional),Available,Federal,National Institutes of Health,2700000,3,"Aria Davis Crump, Sc.D.",301-435-0881,,Grant,,,,,,
HRSA-22-059,Rural Health Network Development Planning,Available,Federal,Health Resources and Services Administration,2000000,20,Jillian Causey,(301)443-1493,,Grant,,,,,,
HRSA-22-068,Regional Hemophilia Treatment Centers,Available,Federal,Health Resources and Services Administration,4000000,8,Kathryn McLaughlin,(301)443-6829,,Grant,,,,,,
HRSA-22-069,Family-to-Family Health Information Centers,Available,Federal,Health Resources and Services Administration,5708250,59,Jessica Teel,(301)945-5133,,Grant,,,,,,
HRSA-22-094,Rural Residency Planning and Development Program,Available,Federal,Health Resources and Services Administration,8250000,11,Sheena Johnson,(301)945-9639,,Grant,,,,,,
PAR-21-275,The Role of Work in Health Disparities in the U.S. (R01 Clinical Trials Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/07/2024,Grant,,,,,,
RFA-ES-21-006,CCRP Initiative: Chemical Threat Agent-induced Pulmonary and Ocular Pathophysiological Mechanisms (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/20/2023,Grant,,,,,,
RFA-MH-21-241,Prevention of Perinatal Depression: Improving Intervention Delivery for At-Risk Individuals (R34 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/09/2021,Grant,,,,,,
RFA-MH-21-240,Prevention of Perinatal Depression: Improving Intervention Delivery for At-Risk Individuals (R01 Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/09/2021,Grant,,,,,,
FA9550-21-S-0001,Research Interests of the Air Force Office of Scientific Research,Available,Federal,Air Force Office of Scientific Research,,999999,"Calvin D Scott
Grantor
Phone 703-696-7308",,,Grant,,,,,,
RFA-DC-22-001,NIDCD Research Grants for Translating Basic Research into Clinical Tools (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,06/20/2024,Grant,,,,,,
RFA-DK-21-021,Support for Small Business Innovation Research (SBIR) to Develop New Methods and Technologies for Assessment of Risk and for Early Diagnosis and Prognosis of Type 1 Diabetes  (R43/R44 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/07/2022,Grant,,,,,,
PAR-21-249,India Collaborative Vision Research Program (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/08/2023,Grant,,,,,,
RFA-DA-22-011,Large Scale Mapping and/or Molecular Profiling of Ensembles and/or Cell-Types Mediating Opioid Action in the Rodent Brain (R01 - Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,2000000,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/15/2021,Grant,,,,,,
RDBCP-REAP-RES-EEI-2016,Renewable Energy Systems and Energy Efficiency Improvements Program,Available,Federal,Rural Business-Cooperative Service,35400000,1000,"State Energy Coordinator  
http://www.rd.usda.gov/files/RBS_StateEnergyCoordinators.pdf",,,Grant,,,,,,
RDBCP-REAP-RES-EEI-2019,Renewable Energy Systems and Energy Efficiency Improvements Program,Available,Federal,Rural Business-Cooperative Service,35400000,1000,"Maureen Hessel
Business Loan and Grant Analyst
Phone 2024010142",,,Grant,,,,,,
RFA-DE-22-003,"Understanding Oral Human Papillomavirus (HPV) Infection, Acquisition, and Persistence in People Living with HIV (R01 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/18/2021,Grant,,,,,,
PA-21-268,Change of Recipient Organization (Type 7 Parent Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,06/30/2024,Grant,,,,,,
RFA-DA-22-029,Exploratory Studies to Investigate the Mechanisms of Interrelationship between Sleep and Substance Use Disorders (R61/R33 Basic Experimental Studies with Humans Required),Available,Federal,National Institutes of Health,3500000,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/14/2021,Grant,,,,,,
PAR-21-269,Research on Interventions that Promote the Careers of Individuals in the Biomedical Research Enterprise (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/13/2023,Grant,,,,,,
RBCS-AIC-2021,Agriculture Innovation Center Grant Program,Available,Federal,,7392479,10,"Gail Thuner
Management and Program Analyst
Direct Programs Branch",,09/27/2021,Grant,,,,,,
RFA-DE-22-004,"Understanding Oral Human Papillomavirus (HPV) Infection, Acquisition, and Persistence in People Living with HIV (R21 Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/18/2021,Grant,,,,,,
RFA-OH-22-003,NIOSH Training Project Grants,Available,Federal,Centers for Disease Control and Prevention - ERA,15000000,40,"Elizabeth H. Maples, PhD, CIH",404-498-2557,,Grant,,,,,,
PAR-21-263,Computational Approaches for Validating Dimensional Constructs of Relevance to Psychopathology (R01 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/01/2023,Grant,,,,,,
PAR-21-264,Computationally-Defined Behaviors in Psychiatry (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/01/2023,Grant,,,,,,
PAR-21-239,NIMH Career Transition Award for Tenure-Track Intramural Investigators (K22 No Independent Clinical Trials),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,09/07/2024,Grant,,,,,,
PA-21-265,Large Research Projects for Prevention of Healthcare-Associated Infections (R01),Available,Federal,Agency for Health Care Research and Quality,,,"Kathryn Marron, Ph.D. Receipt and Referral Officer Agency for Healthcare Research and Quality, HHS  Office: (301) 427-1554 Email: Kathryn.Marron@ahrq.hhs.gov
Kathryn.Marron@ahrq.hhs.gov",,05/26/2025,Grant,,,,,,
RFA-AI-21-041,Innate Immune Memory Impacting HIV Acquisition and/or Control (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,12/06/2021,Grant,,,,,,
PA-21-259,"PHS 2021-2 Omnibus Solicitation of the NIH, CDC and FDA for Small Business Innovation Research Grant Applications (Parent SBIR [R43/R44] Clinical Trial Not Allowed)",Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,04/05/2022,Grant,,,,,,
PA-21-260,PHS 2021-2 Omnibus Solicitation of the NIH and CDC for Small Business Innovation Research Grant Applications (Parent SBIR [R43/R44] Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,04/05/2022,Grant,,,,,,
PA-21-262,PHS 2021-2 Omnibus Solicitation of the NIH for Small Business Technology Transfer Grant Applications (Parent STTR [R41/R42] Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,04/05/2022,Grant,,,,,,
PA-21-261,PHS 2021-2 Omnibus Solicitation of the NIH for Small Business Technology Transfer Grant Applications (Parent STTR [R41/R42] Clinical Trial Required),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,04/05/2022,Grant,,,,,,
RFA-DA-23-001,Exploiting in Vivo or in Situ Imaging Approaches to Understand HIV-relevant Processes In The Context of Substance Use Disorders (R61/R33 Clinical Trials Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,08/11/2022,Grant,,,,,,
PAR-21-248,Pediatric Immune System  Ontogeny and Development (INTEND) (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2024,Grant,,,,,,
RFA-HG-21-002,Technology Development for Single-Molecule Protein Sequencing (R21 Clinical Trial not allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,06/15/2023,Grant,,,,,,
PA-21-267,Making Health Care Safer in Ambulatory Care Settings and Long-term Care Facilities (R18),Available,Federal,Agency for Health Care Research and Quality,,,Teresa Hammond,Grant_Queries@ahrq.hhs.gov,,Grant,,,,,,
RFA-HG-21-001,Technology Development for Single-Molecule Protein Sequencing (R01 Clinical Trial not allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,06/15/2023,Grant,,,,,,
PAR-21-281,Dyadic Interpersonal Processes and Biopsychosocial Outcomes (R01 Clinical Trials Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,05/07/2023,Grant,,,,,,
PAR-21-246,HIV-associated Non-Communicable Diseases Research at Low- and Middle-Income Country Institutions (R21 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,12/08/2022,Grant,,,,,,
PAR-21-253,Identification and Characterization of Bioactive Microbial Metabolites for Advancing Research on Microbe-Diet-Host Interactions (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/19/2023,Grant,,,,,,
RFA-DA-22-031,HEAL Initiative: Novel Targets for Opioid Use Disorders and Opioid Overdose (R01 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/19/2021,Grant,,,,,,
HRSA-22-057,Rural Communities Opioid Response Program-Implementation,Available,Federal,Health Resources and Services Administration,50000000,70,Rural Opioid Response,(301)443-0835,,Grant,,,,,,
HRSA-22-060,Rural Communities Opioid Response Program-Psychostimulant Support,Available,Federal,Health Resources and Services Administration,13000000,25,Rural Opioid Response,(301)443-0835,,Grant,,,,,,
HRSA-22-061,Rural Communities Opioid Response Program – Mental and Behavioral Health,Available,Federal,Health Resources and Services Administration,13000000,25,Rural Opioid Response,(301)443-0835,,Grant,,,,,,
RFA-DA-22-032,HEAL Initiative: Novel Targets for Opioid Use Disorders and Opioid Overdose (R21 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/19/2021,Grant,,,,,,
RFA-AG-22-022,Transformative Artificial Intelligence and Machine Learning Based Strategies to Identify Determinants of Exceptional Health and Life Span (R21/R33 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,10/28/2021,Grant,,,,,,
RFA-DA-22-020,Growing Great Ideas: Research Education Course in Product Development and Entrepreneurship for Life Science Researchers (UE5 Clinical Trial Not Allowed),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/18/2021,Grant,,,,,,
RFA-AG-22-027,Grants for Early Medical/Surgical Specialists' Transition to Aging Research (GEMSSTAR) (R03 Clinical Trial Optional),Available,Federal,National Institutes of Health,,,"NIH OER Webmaster
grantsinfo@nih.gov",,11/02/2021,Grant,,,,,,
DE-FOA-0001817,U.S. Industry Opportunities for Advanced Nuclear Technology Development,Available,Federal,Idaho Field Office,250000000,50,"Grants Specialist Andrew J. Ford 
fordaj@id.doe.gov",,05/02/2022,Grant,,,,,,
